identifier,hierarcylevel,type,prefLabel,altLabel,translation,description,parent,related,source,creator,closeMatch,relatedMatch,seeAlso 
A4G52F,2,Q2,Einlieferungszustand,Vorzustand,,Erhaltungszustand eines Objektes zum Zeitpunkt der Einlieferung in die Restaurierungswerkstatt,D9G51G,,,LEIZA,,,
C2488A,2,Q2,Endzustand,Abschlusszustand,,Erhaltungszustand eines Objektes nach Abschluss der praktisch durchgeführten Konservierungs- und Restaurierungsmaßnahmen sowie Überprüfung in wie fern das zuvor festgelegte Restaurierung-/Konservierungsziel erreicht werden konnte.,D9G51G,,,LEIZA,,,
DBC278,1,Q2,Bisherige Lagerung,bisherige Umgebungsbedingungen,,Bisheriger Verbleib und Aufbewahrung von Artefakten seit ihrer Entdeckung oder Ausgrabung bis zur gegenwärtigen Zeit. ,C4BCF8,,,LEIZA,,,
C7C3B7,2,Q2,Grabungsfrischer Fund,Frischfund,freshly excavated find@en,Das Objekt wurde im direkten Anschluss seiner Bergung von der Grabung in die Restaurierungswerkstatt eingeliefert,DBC278,,,LEIZA,,,
FC3322,2,Q2,Ausstellungsentnahme,,exhibition withdrawal@en,Das Objekt war ausgestellt und wurde zur Bearbeitung aus der Ausstellung/der Vitirine entnommen.,DBC278,,,LEIZA,,,
GC6983,2,Q2,Rückgabe aus Leihverkehr,,return from loans@en,Das Objekt war an eine andere Einrichtung verliehen und kommt im Zuge der Rückgabe zur Evaluierung des Zustandes in die Restaurierungswerkstatt. ,DBC278,,,LEIZA,,,
F52262,2,Q2,Depotlagerung,,depot storage@en,Das Objekt wurde bis zur Einlieferung in die Restaurierungswerkstatt im Museumsdepot aufbewahrt,DBC278,,,LEIZA,,,
A8ABBA,2,Q2,klimatisierte Lagerung,,climate-controlled storage@en,"Das Objekt wurde bis zur Einlieferung in die Restaurierungswerkstatt unter kontrollierten, klimatischen Bedingungen aufbewahrt. ",DBC278,,,LEIZA,,,
C948F2,3,Q2,Gefrierschrank ,,freezer@en,Die bisherige Lagerung des Objektes erfolgte tiefgefroren in einem Gefrierschrank,A8ABBA,,,LEIZA,,,
D21459,3,Q2,Kühlschrank,,refrigerator@en,Die bisherige Lagerung des Objektes erfolgte gekühlt in einem Kühlschrank,A8ABBA,,,LEIZA,,,
C2241C,3,Q2,Klimaraum,Klimakammer,climate room@en,"Das Objekt lagerte bisher in einem Raum, der über eine kontrollierte Klimaregulierung verfügte und auf für das Objekt optimale klimatische Bedingungen eingestellt war",A8ABBA,,,LEIZA,,,
A2BB42,3,Q2,klimatisierte Individualverpackung,Klimakiste| Klimabox,climate-controlled individual packaging@en,"Das Objekt lagerte in einer individuellen Verpackung, die z.B. mittels Trockenmittel oder anderen Reagenzien auf einen speziellen Klimarwert eingestellt war. ",A8ABBA,,,LEIZA,,,
G79CA9,2,Q2,unklimatisierte Lagerung,,unclimatized storage@en,"Die Lagerung erfolgte ohne spezielle auf das Objekt abgestimmte, kontrollierte klimatische Bedingungen",DBC278,,,LEIZA,,,
CA1BC5,1,Q2,Objektuntersuchung,,examination@en,"Beschaffung und Sammlung von Informationen über den Zustand eines Objektes, anhand derer das Restaurierungs-/Konservierungskonzept und/oder die weiteren Lagerungs- und Handhabungsempefehlungen formuliert werden",C4BCF8,,"DIN EN 15898:2020-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe; Dreisprachige Fassung EN 15898:2019, Deutsches Institut für Normung.",LEIZA,,http://vocab.getty.edu/page/aat/300137546|http://vocab.getty.edu/page/aat/300226216,
BC5B57,2,Q3,[Untersuchungsergebnisse],Diagnose,examination results@en,strukturierender Sammelbegriff für die Benennung der bei der Objektuntersuchung festgestellten Beobachtungen und Auswertungen hinsichtlich der Gesamtbeschaffenheit des Objektes und dessen Ursache,CA1BC5,,"DIN EN 15898:2020-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe; Dreisprachige Fassung EN 15898:2019, Deutsches Institut für Normung.",LEIZA,,http://vocab.getty.edu/page/aat/300137593,
GD172G,3,Q2,Materialbestimmung,,,"Identifizierung des (der) Material(ien), aus dem (denen) das Objekt besteht. ",BC5B57,B51DAF,,LEIZA,,,
D6BCC2,3,Q2,Technologischer Befund,,,"Identifizierung der Techniken, Verfahren und Konstruktionsprinzipien, die zur Herstellung des Objektes eingesetzt wurden.",BC5B57,G76B7G,,,,,
F8F594,4,Q2,Herstellungstechnik,Produktionstechnik,,basierend auf den festgestellten Spuren angenommene Art und Weise wie das Objekt hergestellt worden ist,D6BCC2,,,LEIZA,,,
A15F83,5,Q2,Fügetechnik,Verbindungstechnik,,"Oberbegriff für Techniken, die zwei oder mehr Teile mit einander verbindet.",F8F594,,,LEIZA,,,
G6GG4C,6,Q2,gelötet,Lötung,,"Fügetechnik, bei der metallische Werkstücke durch geschmolzene metallische Bindemittel (Lote) stoffschlüssig verbunden werden. Dabei wird die zu lötende Stelle erhitzt, bis das Lot schmilzt und die Fuge der Verbindungsstelle ausfüllt. Die zu verbindenden Metalle bleiben während der Lötung im festen Zustand und werden durch die Diffusion des geschmolzenen Lotes verbunden. ",A15F83,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S.319.",LEIZA,,,
G3GB79,7,Q2,hartgelötet,Hartlötung,,"Lötung mit hochschmelzenden Loten (Hartloten), bei einer Arbeitstemperatur über 650°C.",G6GG4C,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S.319.",LEIZA,,,
B7A13A,7,Q2,weichgelötet,Weichlötung,,"Lötung mit niedrigschmelzenden Loten (Weichloten), bei einer Arbeitstemperatur unterhalb 450°C.",G6GG4C,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S.319.",LEIZA,,,
BABA94,6,Q2,geschweißt,Schweißung|Verschweißung| verschweißt,,"stoffschlüssige Fügetechnik, bei der Materialien mit annähernd gleichem Schmelzintervall durch Wärme und/oder Druck in einen flüssigen oder plastischen Zustand versetzt werden, um sie miteinander zu vereinigen. Dabei kann mit oder ohne Zusatzwerkstoffen oder Flussmitteln gearbeitet werden. ",A15F83,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 351| Technisch-wissenschaftliche Grundlagen des Goldschmiedens Teil 1. Grundtechniken der Herstellung von Schmuck und Gerät (Wiesbaden 2016), S. 148.",LEIZA,,,
DA7G45,6,Q2,angegossen,Anguss,,,A15F83,,,LEIZA,,,
C388AA,7,Q2,Überfangguss,,,,DA7G45,,,,,,
AC92GG,6,Q2,Millefiori,,,,A15F83,,,LEIZA,,,
FB76BC,6,Q2,geklebt,Klebung (Herstellungstechnik)| verklebt,,"Fügetechnik, bei der Werkteile mit Hilfe von flüssigen, pastenartigen oder festen Werkstoffen (Klebstoffe) mit einander verbunden werden. Die Haftung entsteht dabei aus Adhäsionskräften zwischen Klebstoff und Verbundfläche und Kohäsionskräften zwischen den Molekülen innerhalb des Klebstoffes. ",A15F83,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 360.",LEIZA,,,
F988F4,6,Q2,gekittet,Kittung|verkittet,,"Fügetechnik, bei der Werkstücke mit Hilfe von festen Klebstoffen (Kitt) miteinander verbunden werden. Der Kitt wird in schmelzflüssiger Form auf die zu verbindenden Werkteile aufgetragen und erstarrt beim anschließenden Abkühlen. Auf diese Art bildet sich eine feste Verbindung, die durch erneutes Erwärmen des Kittes leicht wieder gelöst werden kann. Verkittungen werden oft eingesetzt, um größere Zwischenräume zu füllen, Fugen abzudichten oder als Unterlage für Treib-, Gravur- oder Ziselierarbeiten.",A15F83,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 361.",LEIZA,,,
G887B8,6,Q2,genietet,vernietet| Vernietung| Nietung,,"Fügetechnik, bei der zwei Werkteile durch ein oder mehrere Nietstifte fest miteinander fixiert werden. Der Niet wird dafür in ein entsprechend vorbereites Loch durch beide Werkteile geführt und seine Enden aufgeweitet, wobei die Nietköpfe in unterschiedlichen Arten ausgeformt sein können (Senkniet, Halbrundniet, Flachniet, etc.). Häufig wurde der Setzkopf (Nietkopf) auf einer Seite des Nietes bereits bei der Herstellung des Nietes angelegt, im Goldschmiedehandwerk z.B. durch Anschmelzen eines Kügelchens. Bei Vernietungen mit einem Niet, sind die Werkteile unlösbar mit einander verbunden, jedoch weiterhin um den Niet herum beweglich. Bei mehreren Nieten werden die beiden Werketeile starr miteinander verbunden, sodass keine Bewegung mehr möglich ist. ",A15F83,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 357| DIN 8593-5",LEIZA,,,
C5FAFF,6,Q2,verstiftet,Verstiftung,,"Fügetechnik, bei der zwei Werkteile durch das Einführen und Fixieren eines Scharnierstiftes in ein Scharnier (oder eine ähnliche Bewegung) mit einander verbunden werden. Um den Scharnierstift zu fixieren, werden seine Enden wie bei einem Niet breitgeschmiedet. Dabei kann eines der Enden bereits vor dem Einführen des Stiftes verbreitert worden sein, im Goldschmiedehandwerk z.B. etwa durch Anschmelzen eines Kügelchens o.Ä. Im Gegensatz zur Vernietung handelt es sich bei verstifteten Verbindungen in der Regel um bewegliche Verbindungen.",A15F83,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 357",LEIZA,,,
B5D998,6,Q2,verschraubt,geschraubt| Schrauben| Verschrauben,,"Verbindungstechnik, bei der zwei oder mehr Teile durch das Eindrehen einer Schraube miteinander verbunden werden. Dabei wird die Schraube in ein entsprechendes Gewinde des Werkstücks oder einer Mutter eingeführt, wodurch eine feste und sichere Verbindung entsteht.",A15F83,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 358 - 360.",LEIZA,,,
A6CD9G,6,Q2,gefalzt,Falzung,,,A15F83,,,LEIZA,,,
AFFB47,6,Q2,gebördelt,Bördelung| Bördeln| umgelegt| Umlegen,,"umformendes Fertigungsverfahren, bei dem der Rand eines Blechs durch plastische Verformung um eine Schlagunterlage gebogen wird. Es dient zur Verstärkung von Kanten, zur Verbindung von Bauteilen oder zur Herstellung einer glatten und sicheren Abschlusskante. ",A15F83,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 249",LEIZA,,,
FC7874,6,Q2,gesteckt,Steckung,,,A15F83,,,LEIZA,,,
B61CC6,6,Q2,geklammert,verklammert|Klammerung,,,A15F83,,,LEIZA,,,
G4B128,6,Q2,geklemmt,verklemmt|Klemmung,,,A15F83,,,LEIZA,,,
F93B74,6,Q2,laminiert,Laminierung (Herstellung),,,A15F83,,,,,,
A2B2CD,6,Q2,gedübelt,Dübelung|verdübelt,,,A15F83,,,LEIZA,,,
BD18A1,6,Q2,genagelt,Nagelung,,,A15F83,,,LEIZA,,,
ABAD42,6,Q2,gezapft,Zapfung| verzapft,,,A15F83,,,LEIZA,,,
D6DFDB,6,Q2,geflochten,Flechtung| verflochten| Flechten,,"Verbindungstechnik, bei der drei oder mehrere Fäden, Drähte oder Bänder durch systematisches Überkreuzen zu einem textilen Gewebe verbunden werden. Je nach Art der Verflechtungen lassen sich Systeme in zwei oder mehrere Richtungen sowie zwei- oder auch dreidimensionales Flechten unterscheiden. Häufiges Produkt der Flechttechnik sind Zöpfe, Kordeln bis hin zu flächigen Textilgebilden. ",A15F83,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S.9, 45.",LEIZA,,,
D9G8B5,6,Q2,verdrillt,Verdrillen,twist@en,"Verbindungstechnik, bei der zwei oder mehr Fasern, Drähte oder Fäden durch einfaches Verdrehen von Hand miteinander verbunden werden. Diese Technik wird häufig bei der Herstellung von Seilen oder Kordeln angewendet, um die Zugfestigkeit und Stabilität des Materials zu erhöhen. Durch die Verdrehung entsteht eine gleichmäßige, widerstandsfähige Struktur, die je nach Material und Stärke der Verdrillung in ihrer Festigkeit und Elastizität variieren kann.",A15F83,,"CIETA Vocabularies - Vokabular der Textiltechniken| Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 8",LEIZA,,,
G859A7,6,Q2,gesponnen,Spinnen,spinning@en,"textile Fertigungstechnik, bei der Fasern oder Haare (z.B. Wolle) durch Verdrehen zu einem kontinuierlichen Faden verarbeitet werden. Dieser Prozess kann mechanisch oder manuell erfolgen und dient dazu, lose Fasern zu einem festen, belastbaren und verarbeitungsfähigen Faden zu verbinden. Gesponnene Garne bilden die Grundlage für textile Gewebe, Strickwaren oder Seile und können je nach Verwendungszweck in ihrer Feinheit, Festigkeit und Elastizität variieren.",A15F83,,"CIETA Vocabularies - Vokabular der Textiltechniken| Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 8",LEIZA,,,
D9165B,6,Q2,verzwirnt,,twist@en,"kontrollierterer und gezielterer Fertigungsprozess, zur Herstellung von Garnen/Zwirn. Dabei werden zwei oder mehr gesponnene Einzelfäden mit entgegengesetzter Drehrichtung fest miteinander verdreht (Z- oder S-Drehung), um eine stabile, gleichmäßige und glattere Struktur mit höherer Festigkeit und Elastizität zu erzeugen.",A15F83,,CIETA Vocabularies - Vokabular der Textiltechniken ,LEIZA,,,
CAF8AF,6,Q2,gewebt,Webung| verwebt| Weben,weave@en,"textile Fertigungstechnik, bei der zwei Fadensysteme, Kette und Schuss, rechtwinklig ineinander verflochten werden, um ein stabiles Gewebe zu erzeugen. Dabei werden die Kettfäden in einem Webrahmen oder einer Webmaschine gespannt, während der Schussfaden durch sie hindurchgeführt wird.",A15F83,,"CIETA Vocabularies - Vokabular der Textiltechniken | Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S.80.",LEIZA,,,
CF39DD,7,Q2,Leinwandbindung,Taftbindung| Tuchbindung,tabby weave@en,"einfache Grundbindung in der Webtechnik, bei der jeder Schussfaden abwechselnd über und unter den Kettfäden verläuft. Diese dichte Verkreuzung sorgt für eine gleichmäßige, strapazierfähige Gewebestruktur mit hoher Reißfestigkeit. Aufgrund ihrer Robustheit und Vielseitigkeit wird die Leinwandbindung für eine Vielzahl von Textilien verwendet, darunter Baumwollstoffe, Leinen, Seide und technische Gewebe.",CAF8AF,,"CIETA Vocabularies - Vokabular der Textiltechniken| Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 96/97.",LEIZA,,,
FB7AB6,7,Q2,Kompositbindung,zusammengesetzte Bindung| abgeleitete Bindung ,compound weave@en,"Gewebebindung, die sich auch verschiedenen Grundbindungsprinzipien und deren Ableitungen oder aus einem Grundgewebe und zusätzlichen Fadensystemen zusammensetzen. ",CAF8AF,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 103.",LEIZA,,,
DD149D,7,Q2,Köperbindung,,twill weave@en,"textile Grundbindung, die durch eine diagonale Struktur im Gewebe gekennzeichnet ist. Sie entsteht, indem der Schussfaden in einem regelmäßigen Versatz über mindestens zwei Kettfäden hinweggeführt und dann unter mindestens einen Kettfaden hindurchgeführt wird.",CAF8AF,,"CIETA Vocabularies - Vokabular der Textiltechniken | Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 98 - 101.",LEIZA,,,
G49676,7,Q2,Ripsbindung,Rips| Reps| Cannelébindung,,"Abwandlung der Leinwandbindung, bei der durch eine gezielte Variation der Kett- oder Schussfäden eine gerippte Struktur entsteht, bei der nur eines der Fadensysteme sichtbar erscheint. Diese Rippen verlaufen entweder in Längsrichtung (Kettenrips) oder in Querrichtung (Schussrips) und verleihen dem Gewebe eine höhere Festigkeit sowie eine markante Oberflächenstruktur",CAF8AF,,"CIETA Vocabularies - Vokabular der Textiltechniken | Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 97/98.| Hermann Kühn, Erhaltung und Pflege von Kunstwerken. Material und Technik, Konservierung und Restaurierung. 3. München: Klinkhardt & Biermann, 2001, S. 221.",LEIZA,,,
FF5836,7,Q2,Atlasbindung,Satinbindung,satin weave@en,"textile Grundbindung, bei der die Verkreuzung von Kett- und Schussfäden eine glatte und glänzende Oberfläche erzeugt. Diese entsteht, indem der Schussfaden über mindestens vier Kettfäden hinweg verläuft um dann mit dem fünften Kettfaden zu binden. Die Bindungspunkte liegen dabei weit auseinander ohne sich zu berühren, wordurch sich eine äußerst dichte, weich fließende Struktur ergibt. ",CAF8AF,,"CIETA Vocabularies - Vokabular der Textiltechniken | Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 101/102.| Hermann Kühn, Erhaltung und Pflege von Kunstwerken. Material und Technik, Konservierung und Restaurierung. 3. München: Klinkhardt & Biermann, 2001, S. 222/223.",LEIZA,,,
B2CC48,6,Q2,gefilzt,Filzung,,"Technik bei der Fasern, meist aus Wolle oder anderen tierischen Haaren, durch mechanische Bearbeitung und Feuchtigkeit miteinander verbunden werden, ohne dass ein zusätzliches Bindemittel erforderlich ist. Durch Walken, Pressen oder Nadelfilzen verhaken sich die Fasern dauerhaft und bilden eine dichte, textile Struktur.",A15F83,,CIETA Vocabularies - Vokabular der Textiltechniken ,LEIZA,,,
D1CA6B,6,Q2,geknotet,Knotung| verknotet| Verknoten,,"Fertigungstechnik, bei der zwei oder mehrere Fäden durch straffes Anziehen von Schleifen, Verschlingungen oder Maschen miteinander verbunden werden. Knotungen können zur einfachen Verbindung loser Enden oder zur Bildung flächiger Gewebe verwendet werden.  ",A15F83,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 25.",LEIZA,,,
C79172,7,Q2,geknüpft,Knüpfen,,"spezielle Knotentechnik zur Stoffbildung, bei der Fäden in einer systematischen sich wiederholenden Anordnung so miteinander oder in bestehende Grundgewebe verknotet werden, dass Muster und/oder flächige textile Strukturen entstehen. ",D1CA6B,,"CIETA Vocabularies - Vokabular der Textiltechniken| Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 25, 112/113.| Hermann Kühn, Erhaltung und Pflege von Kunstwerken. Material und Technik, Konservierung und Restaurierung. 3. München: Klinkhardt & Biermann, 2001, S. 227 - 230.",LEIZA,,,
D96833,6,Q2,gestrickt,Stricken,,"Fertigungstechnik, bei der ein fortlaufender Faden mit Hilfe von Stricknadeln oder einer Maschine mit sich selbst zu einem flexiblen Maschengewebe verarbeitet wird. Dabei wird der Faden zu einzelnen Maschenreihen geformt, die ineinander verschlungen werden. Auf diese Weise entsteht ein dehnbares und elastisches Gewebe, welches sich in Muster und Struktur variieren lässt. Stricken ist eng verwandt mit der Technik des Häkelns, wobei der Unterschied in der Anzahl verwendeter Nadeln und aktiver Maschen liegt. Beim Stricken kommen zwei oder mehr Nadeln zum Einsatz, wobei jeweils mehrere Maschen gleichzeitig auf der Nadel gehalten werden. ",A15F83,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 9, 32/33. | Hermann Kühn, Erhaltung und Pflege von Kunstwerken. Material und Technik, Konservierung und Restaurierung. 3. München: Klinkhardt & Biermann, 2001, S. 227.",LEIZA,,,
