notation,hierarcylevel,type,prefLabel,altLabel,definition,broader,related,source,creator,closeMatch,relatedMatch,seeAlso 
BCDC47,6.0,Q2,Bimetallkorrosion@de|galvanic corrosion@en,galvanische Korrosion@de|Kontaktkorrosion@de|bimetallic corrosion@en,"Korrosionsangriff, der durch die Berührung zweier Metalle mit unterschiedlicher Elektronegativität auftritt. An den Berührungspunkten entsteht, unter Anwesenheit eines Elektrolyten (z.B. Wasser/Luftfeuchtigkeit), eine galvanische Zelle bei der das unedlere Metall als Anode fungiert und entsprechend korrodiert wird, während das edlere Metall als Kathode relativ unbeschädigt bleibt. Typische Beobachtungen bei Kontaktkorrosion sind eine verstärkte Korrosion an den Berührungsstellen der beiden Metalle sowie Verfärbungen, Materialverlust und Ablagerungen von Korrosionsprodukten.",G3D2F5,,"""Wilhelm P. Bauer, Grundzüge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, 63–67.""| DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",LEIZA,,,
BFDB22,6.0,Q2,Spannungsrisskorrosion@de|stress corrosion cracking@en,Transkristalline Korrosion@de,"Rissbildung bis hin zum vollständigen Versagen des Materials durch Eigenspannungen im Werkstoffgefüge in Kombination mit korrosiven Umgebungsbedingungen (u.a. die Anwesenheit eines Elektrolyten). Erstes Anzeichen einer beginnenden Spannungsrisskorrosion ist eine feine, vielfach verzweigte Rissbildung an Stellen mit hoher Spannung oder Materialdefekten.",G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",LEIZA,,,
F7F2A4,6.0,Q2,Spaltkorrosion@de,,"Korrosionserscheinung, die örtlich begrenzt zur Spaltbildung zwischen Oberflächen führt.",G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",LEIZA,,,
G2AFC3,6.0,Q2,interkristalline Korrosion@de,,Korrosionsangriff entlang der Korngrenzen eines Metalls oder einer Legierung.,G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",,,,
B9C457,6.0,Q2,Bronzekrankheit@de|bronze disease@en,,"Bildung von hellgrünen, pulverförmigen Agglomeraten in der Matrix eines Buntmetallobjektes, dass die originale Oberfläche und das ursprüngliche Aussehen des Objektes negativ beeinflusst. Die Bildung dieser Produkte ist auf eine fortschreitende Korrosion, durch die Wechselwirkung von enthaltenen Chloriden und den metallischen Bestandteilen des Objektes bei hoher Luftfeuchtigkeit, zurück zu führen.",G3D2F5,,"David Scott, Bronze Disease. A Review of Some Chemical Problems and the Role of Relative Humidity. Journal of the American Institute for Conservation 29/2, 1990, S. 193–206.",LEIZA,http://vocab.getty.edu/aat/300220720,,
DD6CC9,5.0,Q2,mineralisiert@de,,Umwandlung und Erhaltung organischer Materialien durch Einlagerung mineralischer Substanzen.,C9D991,,,,,,
B19D33,6.0,Q2,Pseudomorphose@de,mineralisierte Organik@de,Durch Korrosionsprodukte auf Eisenobjekten in mineralisierter Form abgebildetet Spuren von vergangenem organischen Material,G3D2F5,,,LEIZA,,,
A9B23D,5.0,Q2,verkohlt@de,Verbrennung@de|Verkohlung@de,Das Objekt zeigt Spuren von Hitze- bzw. Feuereinwirkung in Form von abgebautem oder gänzlich verloren gegangenem Material,C9D991,,,LEIZA,,,
B799FA,5.0,Q2,verätzt@de,,"Die Oberfläche bzw. das Material wurde durch aggressive Chemikalien, Gase oder Umweltstoffe angegriffen und zeigt deutliche Gefügeveränderungen.",C9D991,,,,,,
AA6941,2.0,Q3,[Untersuchungsgerät]@de|analytical device@en,Analysegerät@de,Zur Untersuchung/Analyse des Objektes bzw. seines Werkstoffs verwendete Gerätschaft,CA1BC5,,,LEIZA,,http://vocab.getty.edu/aat/300122283,
A9A54D,3.0,Q2,Spektrometer@de,,"technisches Geräte, mit dem sich Spektren darstellen und ausmessen lassen.",AA6941,,,LEIZA,,,
C33933,4.0,Q2,Fourier-Transform-Infrarotspektrometer@de,FTIR-Spektrometer@de,,A9A54D,,,LEIZA,,,
C2788C,4.0,Q2,RFA-Spektrometer@de|X-ray fluorescence spectrometer@en,Röntgenfluoreszenz-Spektrometer@de,"Gerät mit dem eine Röntgenfluoreszenzanalyse durchgeführt werden kann. Das Gerät misst dabei die Intensitäten der emmitierten Fluoreszenzsröntgenstrahlung eines Materials/einer Probe, sodass Rückschlüsse auf die Elementzusammensetzung innerhalb der Probe gezogen werden können.",A9A54D,,,LEIZA,,,
DG6841,3.0,Q2,Computertomograph@de|computed tomography scanner@en,CT (Gerät)@de,"technisches Gerät, mit dem dreidimensionale Röntgenaufnahmen und Schichtbilder erzeugt werden können. Das Gerät besteht prinzipiell, ebenso wie das konventionelle Röntgengerät, aus einer Röntgenröhre, die Röntgenstrahlen erzeugt, und einem Detektor, der die Strahlen erfasst. Der Unterschied liegt jedoch in der rotierenden Bewegung des zu untersuchenden Objektes, welches sich auf einem Drehteller zwischen Strahlenquelle und Detektor langsam und gleichmäßig um die eigene Achse dreht. Auf diese Weise wird das Objekt aus verschiedenen Winklen von den Röntgenstrahlen durchleuchtet.",AA6941,AF9A88,"Frédérique-Sophie Tissier, Sabine Brechbühl Trijasse, Röntgenaufnahmen, Computertomografie und Neutronenuntersuchung.Bildgebende Verfahren im Dienst der Archäologie und der Konservierung-Restaurierung. Archäologie Bern 2014, 236 - 246.",LEIZA,https://d-nb.info/gnd/4113240-3,,
G8D62A,3.0,Q2,konventionelles Röntgengerät@de|X-ray unit@en,,"technisches Gerät, mit dem zweidimensionale Röntgenaufnahmen erzeugt werden können. Das Gerät besteht dabei aus einer Röntgenröhre, die Röntgenstrahlen erzeugt und einem Detektor oder Film, der die Strahlen erfasst. Das zu untersuchende Objekt wird zwischen Röntgenröhre und Detektor positioniert und somit von den Strahlen aus der Strahlenquelle durchleuchtet. Im Gegensatz zum Aufbau eines CT-Scanners handelt es sich beim konventionellen Röntgengerät um einen starren Aufbau, bei dem keine Bewegung während des Aufnahmevorgangs stattfindet.",AA6941,A2B5A3,"Frédérique-Sophie Tissier, Sabine Brechbühl Trijasse, Röntgenaufnahmen, Computertomografie und Neutronenuntersuchung.Bildgebende Verfahren im Dienst der Archäologie und der Konservierung-Restaurierung. Archäologie Bern 2014, 236 - 246.",LEIZA,,,
B538AG,3.0,Q2,Mikroskop@de|microscope@en,,"Instrument, zur detaillierten bildlichen Darstellung von mikroskopisch kleinen Strukturen, die für das menschliche Auge ohne Hilfmittel nicht erkennbar sind. Mit Hilfe von Linsen und Licht oder Elektronenstrahlen, können die Strukturen/Abbildungen vergrößert und für das menschliche Auge wahrnehmbar gemacht werden.",AA6941,,"William D. Callister, David G. Rethwisch, Materials Science and Engineering. An Introduction (New Jersey 2018)10. | Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",LEIZA,http://vocab.getty.edu/aat/300024594,,
FC2113,4.0,Q2,Lichtmikroskop@de|light microscope@en,Optisches Mikroskop@de,"Instrument, bei dem mit Hilfe von sichtbarem Licht Objekte vergrößert betrachtet werden können. Es besteht aus einer Lichtquelle, Linsen und einer Bildgebungseinheit, die es ermöglichen, Details von Objekten im Bereich von Mikrometern bis Millimetern zu visualisieren.",B538AG,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",LEIZA,,,
A75779,5.0,Q2,Stereomikroskop@de|stereomicroscop@en,,"optisches Lichtmikroskop, das zwei getrennte Strahlengänge verwendet um ein dreidimensionales Bild eines Objektes zu erzeugen. Dadurch können detaillierte Oberflächenstrukturen besser untersucht werden. Es bietet eine geringere Vergrößerung im Vergleich zu anderen Mikroskopen aber eine größerer Tiefenschärfe.",FC2113,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",LEIZA,,,
A7FA3B,5.0,Q2,Polarisationsmikroskop@de|petrographic microscope@en,,"spezielles Lichtmikroskop, das polarisiertes Licht verwendet, um die optischen Eigenschaften von Materialien zu untersuchen. Bei Polarisationsmikroskopen handelt es sich in der Regel um Durchlichtmikroskope, bei denen unterhalb des Objekttisches ein Polarisationsfilter (Polarisator) über der Lichtquelle eingebracht ist. Dieser polarisiert das aus der Lichtquelle austretende Licht linear und lässt somit nur in einer Schwingungsebene schwingendes Licht durch das Präperat auf dem Objekttisch. Oberhalb des Objektives trifft dieses Licht auf einen weiteren Polarisationsfilter (Analysator), der das durch das Präperat geleitete Licht analysiert. Auf diese Weise werden z.B. bei kristallinen Substanzen charakteristische Eigenschaften wie Farbe, innere Strukturen, Doppelbrechung, optische Aktivität oder Stressmuster sichtbar, was wiederum eine nähere Differenzierung des untersuchten Materials ermöglicht.",FC2113,,"Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",LEIZA,,,
A9F854,5.0,Q2,Fluoreszenzmikroskopen@de|fluorescence microscope@en,,"spezielles Lichtmikroskop, welches die Fluoresenz von Stoffen, bei einer Anregung mit spezifischen Wellenlängen, zur Visualisierung von internen Strukturen, Anordnungen und Zusammensetzungen nutzt. Die Probe wird dabei gezielt mit Licht einer bestimmten Wellenlänge beleuchtet und die emittierte Fluoresenzstrahlung erfasst. Besonders gut können dabei Strukturen erfasst werden, wenn nur ein Teil der Probe fluorisziert und sich somit die hellen Signale vor dem dunklen Hintergrund der nicht fluoreszierenden Stoffe abheben.",FC2113,,"Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",LEIZA,,,
B94DCD,5.0,Q2,Auflichtmikroskop@de|reflected light microscope@en,,"Lichtmikroskop, bei dem die Lichtquelle von oben oder von der Seite auf das zu betrachtende Objekt/ die Probe gerichtet ist. Das Objekt reflektiert die auftreffenden Lichtstrahlen, die dann durch das Objektiv hindurch mit Hilfe von Spiegeln in Richtung des Okulars und damit auf das menschliche Auge bzw. auf eine Kamera gelenkt werden. Auf diese Weise können bei lichtundurchlässigen Objekten die oberflächlichen Strukturen, wie z.B. Feilspuren der Herstellung auf Metallobjekten, vergrößert betrachtet werden.",FC2113,,https://de.wikipedia.org/wiki/Auflichtmikroskopie,LEIZA,,,
A9611D,5.0,Q2,Durchlichtmikroskop@de|transmitted light microscope@en,,"Lichtmikroskop, bei dem sich die Lichtquelle unterhalb des Objekttisches befindet und das Licht somit durch das Präperat hindurch geleitet wird, bevor es vom Objektiv eingefangen und weiter zum Okular und schließlich auf das menschliche Auge bzw. auf eine Kamera gelenkt wird. Auf diese Weise können die inneren Strukturen durchsichtiger/durchscheinender bzw. dünn geschnittener Präperate vergrößert sichtbar gemacht werden.",FC2113,,https://de.wikipedia.org/wiki/Lichtmikroskop,LEIZA,,,
AG4G3C,5.0,Q2,Digitalmikroskop@de,,"Lichtmikroskop ohne Okular, bei dem die vom Objektiv eingefangenen Lichtstrahlen auf eine Kamera gelenkt werden. Über einen mit der Kamera verbundenen Bildschirm wird der durch das Mikroskop eingefangene Bildausschnitt digital sichtbar.",FC2113,,,LEIZA,http://vocab.getty.edu/aat/300444116,,
B7AF8G,5.0,Q2,Konfokalmikroskop@de,,"Spezielle Art des Lichtmikroskops, bei dem nur einzelne Bereiche der zu untersuchenden Probe mit einer punkförmigen Lichquelle beleuchtet werde. Diese Beleuchtung wird Schritt für Schritt über die gesamte Probe gerastert, sodass nacheinander an allen Bereichen der Probe die Lichtintensitäten des reflektierten oder fluoreszierten Lichtes gemessen und zu einem gesamt Bild konstruiert wird.",FC2113,,ISO 25178-607 : 2019-03| https://de.wikipedia.org/wiki/Konfokalmikroskop,LEIZA,,,
B764C6,4.0,Q2,Rasterelektronenmikroskop@de|scanning electron microscope@en,REM (Gerät)@de|SEM@en,"Mikroskop, bei dem ein erzeugter Elektronenstrahl gezielt auf die Oberfläche eines Objekt gelenkt wird, diese in einem bestimmten Muster abrastert und durch die Wechselwirkung zwischen Elektronen und Objektoberfläche eine Abbildung der Oberflächenbeschaffenheit erzeugt wird.",B538AG,D3BFFF,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| William D. Callister, David G. Rethwisch, Materials Science and Engineering. An Introduction (New Jersey 2018)10.",LEIZA,http://vocab.getty.edu/aat/300024596,,
G8C987,3.0,Q2,UV-Lampe@de,UV-Licht@de|Schwarzlicht@de,"Lichquelle, die ultraviolettes Licht emittieren kann. In der Regel handelt es sich dabei um Lampen mit UV-A Filter, Gasentladungslampen oder spezielle LEDs.",AA6941,B53C8F,"Franz Mairinger, UV-, IR- and X-ray imaging. In: S Jannsens, R. van Grieken (Hrsg.), Non-Destructive Microanalysis of Cultural Heritage Materials, Amsterdam 2004, 15-75.| Reiner Geschke, Keramikrestaurierung (Berlin 2019),S. 51.",LEIZA,,,
D4A13D,2.0,Q3,[Untersuchungsmethode]@de|examination method@en,,strukturierender Sammelbegriff für verschiedene Vorgehensweisen bei der Untersuchung von Objekten,CA1BC5,,,LEIZA,,,
G9B788,3.0,Q2,Materialanalyse@de|material analysis@en,,Analyse des Objektswerkstoffes auf spezifische Eigenschaften,D4A13D,,,LEIZA,,,
G17B8B,4.0,Q2,Analyse der chemischen Zusammensetzung@de,,"Methode, bei der mit Hilfe technischer Geräte die Eigenschaften von Stoffen untersucht und Rückschlüsse auf die chemische Zusammensetzung von Materialien gezogen werden kann.",G9B788,,,LEIZA,,,
FCB7A5,5.0,Q2,Röntgenfluoresezenzanalyse@de|XRF@en,RFA@de|X-ray fluorescence analysis@en,,G9B788,,,LEIZA,,http://vocab.getty.edu/aat/300224161,
BFGB1A,5.0,Q2,Laser Ablation – Inductively Coupled Plasma – Mass Spectrometry@de,LA-ICP-MS@de,,G9B788,,,LEIZA,,,
GA6422,5.0,Q2,Laserinduzierte Plasmaspektroskopie@de|laser-induced breakdown spectroscopy@en,LIBS@de|LIPS@de,,G17B8B,,,LEIZA,,,
G69G4B,5.0,Q2,Optische Emissionsspektrometrie mit induktiv gekoppeltem Plasma@de|inductively coupled plasma optical emission spectrometry@en,ICP-OES@de,,G17B8B,,,LEIZA,,,
DADDD6,5.0,Q2,Instrumentelle Neutronenaktivierungsanalyse@de,INAA@de,,G17B8B,,,LEIZA,,,
DG129D,5.0,Q2,energiedispersive Röntgenspektroskopie@de|energy dispersive X-ray spectroscopy@en,EDX@de|EDS@de,,G17B8B,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).",LEIZA,,,
C2DF6G,5.0,Q2,Fourier-Transform-Infrarotspektrometrie@de|fourier transform infrared spectroscopy@en,FTIR@de,"analytische Methode, die zur Identifizierung und Charakterisierung von organischen und anorganischen Verbindungen verwendet wird. Das Prinzip beruht auf der Interferenz von Strahlung zwischen zwei Lichtstrahlen, bei der die Änderung der Weglänge zwischen den beiden Strahlen in Form eines Signals (Interferogram) gemessen und als Infrarotspektrum am Computer ausgewertet werden kann. Dieses gibt Auskunft über die molekulare Struktur und chemische Zusammensetzung einer Probe.",G17B8B,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Barbara Stuart, Infrared Spectroscopy: Fundamentals and Applications (Chichester 2004).",LEIZA,,,
CG676B,4.0,Q2,Analyse der isotopischen Zusammensetzung@de|Analysis of isotopic composition@en,,,G9B788,,,LEIZA,,,
A17652,5.0,Q2,Multicollector-Inductively Coupled Plasma Mass Spectrometry@de,MC-ICP-MS@de,,CG676B,,,LEIZA,,,
G87B12,5.0,Q2,Thermoionisations-Massenspektrometrie@de|thermal ionization mass spectrometry@en,TIMS@de,,CG676B,,,LEIZA,,,
D5F8G2,5.0,Q2,Gaschromatographie mit Massenspektrometrie@de,GC-MS@de,,CG676B,,,LEIZA,,,
G13A7B,4.0,Q2,Strukturanalyse@de|structural analysis@en,,"Sammelbegriff für Analysen, die die innere Struktur eines Objektes sichtbar machen bzw. diese auf spezifische Eigenschaften untersuchen",G9B788,,,LEIZA,,,
FFA1AC,5.0,Q2,Ramanspektroskopie@de,,,G13A7B,,,LEIZA,,,
D3BFFF,5.0,Q2,Rasterelektronenmikroskopie@de|scanning electron microscopy@en,REM (Analysemethode)@de|SEM@en,Methode mit dem die Objektoberfläche durch das Abrastern mit einem Elektronenstrahl vergrößert abgebildet wird. Erzeugt wird das Bild der Objektoberfläche durch die Wechselwirkungen der Elektronen mit dem Objekt.,G13A7B,B764C6,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| William D. Callister, David G. Rethwisch, Materials Science and Engineering. An Introduction (New Jersey 2018)10.",LEIZA,,,
FB231A,5.0,Q2,Röntgenuntersuchung@de,,Sammelbegriff für Verfahren zur bildhaften Darstellung inneren Strukturen eines Objektes mit Hilfe von Röntgenstrahlen,G13A7B,,,LEIZA,,,
A2B5A3,6.0,Q2,konventionelle Radiographie@de,Röntgen@de,"zerstörungsfreies, bildgebendes Verfahren bei dem das Objekt mit Röntgenstrahlen durchleuchtet und auf einem Röntgenfilm oder Detektor abgebildet wird. Das Röntgenbild zeigt eine Abbildung des dreidimensionalen Objektes auf einer zweidimensionalen Fläche. Je nach Dichte des untersuchten Materials werden die Röntgenstrahlen unterschiedlich stark absorbiert und zeigen eine dunklere oder hellere Darstellung auf dem belichteten Röntgenfilm. Mit Hilfe dieses Verfahrens lassen sich z.B. korrodierte Metalle untersuchen, da das Metall in seiner metallischen Form dichter ist als seine Korrosionsprodukte. Auf dem Röntgenfilm ist es daher heller abgebildet und lässt sich von den weniger deutlich sichtbaren Korrosionsprodukten unterscheiden.",FB231A,G8D62A,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Franz Mairinger, UV-, IR- and X-ray imaging. In: S Jannsens, R. van Grieken (Hrsg.), Non-Destructive Microanalysis of Cultural Heritage Materials, Amsterdam 2004, 15-75.| Frédérique-Sophie Tissier, Sabine Brechbühl Trijasse, Röntgenaufnahmen, Computertomografie und Neutronenuntersuchung.Bildgebende Verfahren im Dienst der Archäologie und der Konservierung-Restaurierung. Archäologie Bern 2014, 236 - 246.",LEIZA,,,
AF9A88,6.0,Q2,Röntgen-Computertomographie@de,CT (Analysemethode)@de,"Bildgebendes Verfahren, bei dem das Objekt aus mehreren Richtungen mit Röntgenstrahlen durchleuchtet wird. Je nach Dichte des untersuchten Materials werden die Röntgenstrahlen unterschiedlich stark absorbiert. Durch die verschiedenen Richtungen, aus denen die Röntgenstrahlen durch das Objekt treten, entstehen mehrere Absorptionsprofile. Diese werden nach Abschluss der Aufnahmen mit Hilfe des Computers zu digitalen Schnittbildern zusammengerechnet. In dem mehrere angrenzende Schnittbilder zusammengesetzt und die Volumengrafiken errechnet werden, lassen sich dreidimensionale Darstellungen der inneren Struktur des untersuchten Objektes erzeugen.",FB231A,DG6841,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Franz Mairinger, UV-, IR- and X-ray imaging. In: S Jannsens, R. van Grieken (Hrsg.), Non-Destructive Microanalysis of Cultural Heritage Materials, Amsterdam 2004, 15-75.| Frédérique-Sophie Tissier, Sabine Brechbühl Trijasse, Röntgenaufnahmen, Computertomografie und Neutronenuntersuchung.Bildgebende Verfahren im Dienst der Archäologie und der Konservierung-Restaurierung. Archäologie Bern 2014, 236 - 246.",LEIZA,,,
FFAF3C,4.0,Q2,Röntgendiffraktion@de|X-ray diffraction@en,Röntgenbeugung@de|XRD@de,,G13A7B,,,LEIZA,,,
C5BD13,4.0,Q2,Datierung@de|dating@en,,"Methode anhand spezifischer Materialeigenschaften das Alter des Materials, und damit des Objektes, zu bestimmen.",G9B788,,,LEIZA,,,
B3G5C7,5.0,Q2,Dendrochronologie@de,,,C5BD13,,,LEIZA,,,
F6739F,5.0,Q2,Radiokarbondatierung@de,C14-Datierung@de|Radiokarbonmethode@de|Radiokohlenstoffdatierung@de,,C5BD13,,,LEIZA,,,
A946B5,4.0,Q2,chemische Untersuchung@de|chemical tests@en,,"Untersuchungsmethode von Materialien und ihren Eigenschaften mit Hilfe chemischer Reagenzien. Bei dieser Untersuchungsart können zum einen unbekannte Materialien identifiziert, bzw. näher eingegrenzt und zum anderen Verhaltensweisen von Materialien in klar definierten Rahmenbedingungen untersucht werden.",G9B788,,,LEIZA,,,
